n,n_next,t_hat_1e6_n,t_hat_1e6_next,delta_t_hat_1e6,abs_delta_t_hat_1e6,fracture_threshold_1e6,fracture_class
10379,10380,950000,0,-950000,950000,200000,EXTREME
10396,10397,0,350000,350000,350000,200000,MODERATE
10397,10398,350000,0,-350000,350000,200000,MODERATE
10402,10403,0,990000,990000,990000,200000,EXTREME
10403,10404,990000,0,-990000,990000,200000,EXTREME
10410,10411,0,267326,267326,267326,200000,MODERATE
10411,10412,267326,0,-267326,267326,200000,MODERATE
10440,10441,0,504950,504950,504950,200000,STRONG
10441,10442,504950,0,-504950,504950,200000,STRONG
10446,10447,0,287128,287128,287128,200000,MODERATE
10447,10448,287128,0,-287128,287128,200000,MODERATE
10470,10471,0,346534,346534,346534,200000,MODERATE
10471,10472,346534,0,-346534,346534,200000,MODERATE
10480,10481,0,445544,445544,445544,200000,MODERATE
10481,10482,445544,0,-445544,445544,200000,MODERATE
10510,10511,0,207920,207920,207920,200000,MODERATE
10511,10512,207920,0,-207920,207920,200000,MODERATE
10518,10519,0,643564,643564,643564,200000,STRONG
10519,10520,643564,0,-643564,643564,200000,STRONG
10536,10537,0,386138,386138,386138,200000,MODERATE
10537,10538,386138,0,-386138,386138,200000,MODERATE
10540,10541,0,801980,801980,801980,200000,EXTREME
10541,10542,801980,0,-801980,801980,200000,EXTREME
10546,10547,0,504950,504950,504950,200000,STRONG
10547,10548,504950,0,-504950,504950,200000,STRONG
10552,10553,0,584158,584158,584158,200000,STRONG
10553,10554,584158,0,-584158,584158,200000,STRONG
10560,10561,0,564356,564356,564356,200000,STRONG
10561,10562,564356,0,-564356,564356,200000,STRONG
10572,10573,0,940594,940594,940594,200000,EXTREME
10573,10574,940594,0,-940594,940594,200000,EXTREME
10578,10579,0,683168,683168,683168,200000,STRONG
10579,10580,683168,0,-683168,683168,200000,STRONG
10602,10603,0,207920,207920,207920,200000,MODERATE
10603,10604,207920,0,-207920,207920,200000,MODERATE
10608,10609,0,990196,990196,990196,200000,EXTREME
10609,10610,990196,0,-990196,990196,200000,EXTREME
10642,10643,0,264705,264705,264705,200000,MODERATE
10643,10644,264705,0,-264705,264705,200000,MODERATE
10648,10649,0,205882,205882,205882,200000,MODERATE
10649,10650,205882,0,-205882,205882,200000,MODERATE
10668,10669,0,441176,441176,441176,200000,MODERATE
10669,10670,441176,0,-441176,441176,200000,MODERATE
10678,10679,0,558823,558823,558823,200000,STRONG
10679,10680,558823,0,-558823,558823,200000,STRONG
10720,10721,0,676470,676470,676470,200000,STRONG
10721,10722,676470,0,-676470,676470,200000,STRONG
10740,10741,0,205882,205882,205882,200000,MODERATE
10741,10742,205882,0,-205882,205882,200000,MODERATE
10756,10757,0,284313,284313,284313,200000,MODERATE
10757,10758,284313,0,-284313,284313,200000,MODERATE
10762,10763,0,441176,441176,441176,200000,MODERATE
10763,10764,441176,0,-441176,441176,200000,MODERATE
10782,10783,0,382352,382352,382352,200000,MODERATE
10783,10784,382352,0,-382352,382352,200000,MODERATE
10792,10793,0,401960,401960,401960,200000,MODERATE
10793,10794,401960,0,-401960,401960,200000,MODERATE
10806,10807,0,970588,970588,970588,200000,EXTREME
10807,10808,970588,0,-970588,970588,200000,EXTREME
10816,10817,0,262135,262135,262135,200000,MODERATE
10817,10818,262135,0,-262135,262135,200000,MODERATE
10818,10819,0,281553,281553,281553,200000,MODERATE
10819,10820,281553,0,-281553,281553,200000,MODERATE
10822,10823,0,747572,747572,747572,200000,STRONG
10823,10824,747572,0,-747572,747572,200000,STRONG
10840,10841,0,339805,339805,339805,200000,MODERATE
10841,10842,339805,0,-339805,339805,200000,MODERATE
10872,10873,0,786407,786407,786407,200000,STRONG
10873,10874,786407,0,-786407,786407,200000,STRONG
10876,10877,0,689320,689320,689320,200000,STRONG
10877,10878,689320,0,-689320,689320,200000,STRONG
10918,10919,0,572815,572815,572815,200000,STRONG
10919,10920,572815,0,-572815,572815,200000,STRONG
10920,10921,0,631067,631067,631067,200000,STRONG
10921,10922,631067,0,-631067,631067,200000,STRONG
10942,10943,0,281553,281553,281553,200000,MODERATE
10943,10944,281553,0,-281553,281553,200000,MODERATE
10950,10951,0,436893,436893,436893,200000,MODERATE
10951,10952,436893,0,-436893,436893,200000,MODERATE
10960,10961,0,922330,922330,922330,200000,EXTREME
10961,10962,922330,0,-922330,922330,200000,EXTREME
10980,10981,0,747572,747572,747572,200000,STRONG
10981,10982,747572,0,-747572,747572,200000,STRONG
10990,10991,0,262135,262135,262135,200000,MODERATE
10991,10992,262135,0,-262135,262135,200000,MODERATE
11008,11009,0,961165,961165,961165,200000,EXTREME
11009,11010,961165,0,-961165,961165,200000,EXTREME
11016,11017,0,203883,203883,203883,200000,MODERATE
11017,11018,203883,0,-203883,203883,200000,MODERATE
11020,11021,0,980582,980582,980582,200000,EXTREME
11021,11022,980582,0,-980582,980582,200000,EXTREME
11022,11023,0,689320,689320,689320,200000,STRONG
11023,11024,689320,0,-689320,689320,200000,STRONG
11028,11029,0,375000,375000,375000,200000,MODERATE
11029,11030,375000,0,-375000,375000,200000,MODERATE
11040,11041,0,567307,567307,567307,200000,STRONG
11041,11042,567307,0,-567307,567307,200000,STRONG
11050,11051,0,394230,394230,394230,200000,MODERATE
11051,11052,394230,0,-394230,394230,200000,MODERATE
11106,11107,0,259615,259615,259615,200000,MODERATE
11107,11108,259615,0,-259615,259615,200000,MODERATE
11110,11111,0,375000,375000,375000,200000,MODERATE
11111,11112,375000,0,-375000,375000,200000,MODERATE
11128,11129,0,278846,278846,278846,200000,MODERATE
11129,11130,278846,0,-278846,278846,200000,MODERATE
11146,11147,0,663461,663461,663461,200000,STRONG
11147,11148,663461,0,-663461,663461,200000,STRONG
11182,11183,0,490384,490384,490384,200000,MODERATE
11183,11184,490384,0,-490384,490384,200000,MODERATE
11188,11189,0,625000,625000,625000,200000,STRONG
11189,11190,625000,0,-625000,625000,200000,STRONG
11200,11201,0,201923,201923,201923,200000,MODERATE
11201,11202,201923,0,-201923,201923,200000,MODERATE
11226,11227,0,971153,971153,971153,200000,EXTREME
11227,11228,971153,0,-971153,971153,200000,EXTREME
11232,11233,0,432692,432692,432692,200000,MODERATE
11233,11234,432692,0,-432692,432692,200000,MODERATE
11268,11269,0,542857,542857,542857,200000,STRONG
11269,11270,542857,0,-542857,542857,200000,STRONG
11280,11281,0,257142,257142,257142,200000,MODERATE
11281,11282,257142,0,-257142,257142,200000,MODERATE
11292,11293,0,200000,200000,200000,200000,MODERATE
11293,11294,200000,0,-200000,200000,200000,MODERATE
11302,11303,0,828571,828571,828571,200000,EXTREME
11303,11304,828571,0,-828571,828571,200000,EXTREME
11308,11309,0,390476,390476,390476,200000,MODERATE
11309,11310,390476,0,-390476,390476,200000,MODERATE
11326,11327,0,428571,428571,428571,200000,MODERATE
11327,11328,428571,0,-428571,428571,200000,MODERATE
11356,11357,0,371428,371428,371428,200000,MODERATE
11357,11358,371428,0,-371428,371428,200000,MODERATE
11358,11359,0,333333,333333,333333,200000,MODERATE
11359,11360,333333,0,-333333,333333,200000,MODERATE
11370,11371,0,771428,771428,771428,200000,STRONG
11371,11372,771428,0,-771428,771428,200000,STRONG
11376,11377,0,276190,276190,276190,200000,MODERATE
11377,11378,276190,0,-276190,276190,200000,MODERATE
11386,11387,0,542857,542857,542857,200000,STRONG
11387,11388,542857,0,-542857,542857,200000,STRONG
11412,11413,0,942857,942857,942857,200000,EXTREME
11413,11414,942857,0,-942857,942857,200000,EXTREME
11448,11449,0,990566,990566,990566,200000,EXTREME
11449,11450,990566,0,-990566,990566,200000,EXTREME
11460,11461,0,669811,669811,669811,200000,STRONG
11461,11462,669811,0,-669811,669811,200000,STRONG
11506,11507,0,330188,330188,330188,200000,MODERATE
11507,11508,330188,0,-330188,330188,200000,MODERATE
11512,11513,0,254716,254716,254716,200000,MODERATE
11513,11514,254716,0,-254716,254716,200000,MODERATE
11520,11521,0,367924,367924,367924,200000,MODERATE
11521,11522,367924,0,-367924,367924,200000,MODERATE
11536,11537,0,764150,764150,764150,200000,STRONG
11537,11538,764150,0,-764150,764150,200000,STRONG
11562,11563,0,273584,273584,273584,200000,MODERATE
11563,11564,273584,0,-273584,273584,200000,MODERATE
11566,11567,0,386792,386792,386792,200000,MODERATE
11567,11568,386792,0,-386792,386792,200000,MODERATE
11572,11573,0,650943,650943,650943,200000,STRONG
11573,11574,650943,0,-650943,650943,200000,STRONG
11580,11581,0,330188,330188,330188,200000,MODERATE
11581,11582,330188,0,-330188,330188,200000,MODERATE
11590,11591,0,613207,613207,613207,200000,STRONG
11591,11592,613207,0,-613207,613207,200000,STRONG
11602,11603,0,367924,367924,367924,200000,MODERATE
11603,11604,367924,0,-367924,367924,200000,MODERATE
11622,11623,0,537735,537735,537735,200000,STRONG
11623,11624,537735,0,-537735,537735,200000,STRONG
11628,11629,0,254716,254716,254716,200000,MODERATE
11629,11630,254716,0,-254716,254716,200000,MODERATE
11638,11639,0,952830,952830,952830,200000,EXTREME
11639,11640,952830,0,-952830,952830,200000,EXTREME
11650,11651,0,556603,556603,556603,200000,STRONG
11651,11652,556603,0,-556603,556603,200000,STRONG
11652,11653,0,386792,386792,386792,200000,MODERATE
11653,11654,386792,0,-386792,386792,200000,MODERATE
11658,11659,0,820754,820754,820754,200000,EXTREME
11659,11660,820754,0,-820754,820754,200000,EXTREME
11662,11663,0,990566,990566,990566,200000,EXTREME
11663,11664,990566,0,-990566,990566,200000,EXTREME
11728,11729,0,327102,327102,327102,200000,MODERATE
11729,11730,327102,0,-327102,327102,200000,MODERATE
11740,11741,0,532710,532710,532710,200000,STRONG
11741,11742,532710,0,-532710,532710,200000,STRONG
11748,11749,0,271028,271028,271028,200000,MODERATE
11749,11750,271028,0,-271028,271028,200000,MODERATE
11770,11771,0,719626,719626,719626,200000,STRONG
11771,11772,719626,0,-719626,719626,200000,STRONG
11772,11773,0,551401,551401,551401,200000,STRONG
11773,11774,551401,0,-551401,551401,200000,STRONG
11796,11797,0,420560,420560,420560,200000,MODERATE
11797,11798,420560,0,-420560,420560,200000,MODERATE
11818,11819,0,476635,476635,476635,200000,MODERATE
11819,11820,476635,0,-476635,476635,200000,MODERATE
11856,11857,0,644859,644859,644859,200000,STRONG
11857,11858,644859,0,-644859,644859,200000,STRONG
11860,11861,0,252336,252336,252336,200000,MODERATE
11861,11862,252336,0,-252336,252336,200000,MODERATE
11872,11873,0,271028,271028,271028,200000,MODERATE
11873,11874,271028,0,-271028,271028,200000,MODERATE
11880,11881,0,990740,990740,990740,200000,EXTREME
11881,11882,990740,0,-990740,990740,200000,EXTREME
11898,11899,0,657407,657407,657407,200000,STRONG
11899,11900,657407,0,-657407,657407,200000,STRONG
11910,11911,0,379629,379629,379629,200000,MODERATE
11911,11912,379629,0,-379629,379629,200000,MODERATE
11928,11929,0,712962,712962,712962,200000,STRONG
11929,11930,712962,0,-712962,712962,200000,STRONG
11992,11993,0,601851,601851,601851,200000,STRONG
11993,11994,601851,0,-601851,601851,200000,STRONG
12012,12013,0,361111,361111,361111,200000,MODERATE
12013,12014,361111,0,-361111,361111,200000,MODERATE
12016,12017,0,546296,546296,546296,200000,STRONG
12017,12018,546296,0,-546296,546296,200000,STRONG
12030,12031,0,472222,472222,472222,200000,MODERATE
12031,12032,472222,0,-472222,472222,200000,MODERATE
12058,12059,0,268518,268518,268518,200000,MODERATE
12059,12060,268518,0,-268518,268518,200000,MODERATE
12078,12079,0,416666,416666,416666,200000,MODERATE
12079,12080,416666,0,-416666,416666,200000,MODERATE
12082,12083,0,379629,379629,379629,200000,MODERATE
12083,12084,379629,0,-379629,379629,200000,MODERATE
12090,12091,0,972222,972222,972222,200000,EXTREME
12091,12092,972222,0,-972222,972222,200000,EXTREME
12126,12127,0,596330,596330,596330,200000,STRONG
12127,12128,596330,0,-596330,596330,200000,STRONG
12136,12137,0,467889,467889,467889,200000,MODERATE
12137,12138,467889,0,-467889,467889,200000,MODERATE
12138,12139,0,541284,541284,541284,200000,STRONG
12139,12140,541284,0,-541284,541284,200000,STRONG
12150,12151,0,247706,247706,247706,200000,MODERATE
12151,12152,247706,0,-247706,247706,200000,MODERATE
12168,12169,0,376146,376146,376146,200000,MODERATE
12169,12170,376146,0,-376146,376146,200000,MODERATE
12190,12191,0,651376,651376,651376,200000,STRONG
12191,12192,651376,0,-651376,651376,200000,STRONG
12192,12193,0,798165,798165,798165,200000,STRONG
12193,12194,798165,0,-798165,798165,200000,STRONG
12208,12209,0,247706,247706,247706,200000,MODERATE
12209,12210,247706,0,-247706,247706,200000,MODERATE
12246,12247,0,321100,321100,321100,200000,MODERATE
12247,12248,321100,0,-321100,321100,200000,MODERATE
12282,12283,0,633027,633027,633027,200000,STRONG
12283,12284,633027,0,-633027,633027,200000,STRONG
12306,12307,0,266055,266055,266055,200000,MODERATE
12307,12308,266055,0,-266055,266055,200000,MODERATE
12316,12317,0,981651,981651,981651,200000,EXTREME
12317,12318,981651,0,-981651,981651,200000,EXTREME
12318,12319,0,871559,871559,871559,200000,EXTREME
12319,12320,871559,0,-871559,871559,200000,EXTREME
12348,12349,0,463636,463636,463636,200000,MODERATE
12349,12350,463636,0,-463636,463636,200000,MODERATE
12360,12361,0,409090,409090,409090,200000,MODERATE
12361,12362,409090,0,-409090,409090,200000,MODERATE
12366,12367,0,736363,736363,736363,200000,STRONG
12367,12368,736363,0,-736363,736363,200000,STRONG
12370,12371,0,790909,790909,790909,200000,STRONG
12371,12372,790909,0,-790909,790909,200000,STRONG
12402,12403,0,700000,700000,700000,200000,STRONG
12403,12404,700000,0,-700000,700000,200000,STRONG
12430,12431,0,263636,263636,263636,200000,MODERATE
12431,12432,263636,0,-263636,263636,200000,MODERATE
12448,12449,0,518181,518181,518181,200000,STRONG
12449,12450,518181,0,-518181,518181,200000,STRONG
12468,12469,0,318181,318181,318181,200000,MODERATE
12469,12470,318181,0,-318181,318181,200000,MODERATE
12498,12499,0,245454,245454,245454,200000,MODERATE
12499,12500,245454,0,-245454,245454,200000,MODERATE
12532,12533,0,736363,736363,736363,200000,STRONG
12533,12534,736363,0,-736363,736363,200000,STRONG
12556,12557,0,243243,243243,243243,200000,MODERATE
12557,12558,243243,0,-243243,243243,200000,MODERATE
12586,12587,0,351351,351351,351351,200000,MODERATE
12587,12588,351351,0,-351351,351351,200000,MODERATE
12598,12599,0,369369,369369,369369,200000,MODERATE
12599,12600,369369,0,-369369,369369,200000,MODERATE
12628,12629,0,639639,639639,639639,200000,STRONG
12629,12630,639639,0,-639639,639639,200000,STRONG
12642,12643,0,405405,405405,405405,200000,MODERATE
12643,12644,405405,0,-405405,405405,200000,MODERATE
12666,12667,0,459459,459459,459459,200000,MODERATE
12667,12668,459459,0,-459459,459459,200000,MODERATE
12678,12679,0,261261,261261,261261,200000,MODERATE
12679,12680,261261,0,-261261,261261,200000,MODERATE
12706,12707,0,855855,855855,855855,200000,EXTREME
12707,12708,855855,0,-855855,855855,200000,EXTREME
12708,12709,0,621621,621621,621621,200000,STRONG
12709,12710,621621,0,-621621,621621,200000,STRONG
12730,12731,0,243243,243243,243243,200000,MODERATE
12731,12732,243243,0,-243243,243243,200000,MODERATE
12736,12737,0,405405,405405,405405,200000,MODERATE
12737,12738,405405,0,-405405,405405,200000,MODERATE
12750,12751,0,351351,351351,351351,200000,MODERATE
12751,12752,351351,0,-351351,351351,200000,MODERATE
12768,12769,0,991071,991071,991071,200000,EXTREME
12769,12770,991071,0,-991071,991071,200000,EXTREME
12772,12773,0,455357,455357,455357,200000,MODERATE
12773,12774,455357,0,-455357,455357,200000,MODERATE
12796,12797,0,580357,580357,580357,200000,STRONG
12797,12798,580357,0,-580357,580357,200000,STRONG
12826,12827,0,883928,883928,883928,200000,EXTREME
12827,12828,883928,0,-883928,883928,200000,EXTREME
12832,12833,0,348214,348214,348214,200000,MODERATE
12833,12834,348214,0,-348214,348214,200000,MODERATE
12838,12839,0,312500,312500,312500,200000,MODERATE
12839,12840,312500,0,-312500,312500,200000,MODERATE
12846,12847,0,241071,241071,241071,200000,MODERATE
12847,12848,241071,0,-241071,241071,200000,MODERATE
12850,12851,0,616071,616071,616071,200000,STRONG
12851,12852,616071,0,-616071,616071,200000,STRONG
12870,12871,0,526785,526785,526785,200000,STRONG
12871,12872,526785,0,-526785,526785,200000,STRONG
12876,12877,0,687500,687500,687500,200000,STRONG
12877,12878,687500,0,-687500,687500,200000,STRONG
12912,12913,0,312500,312500,312500,200000,MODERATE
12913,12914,312500,0,-312500,312500,200000,MODERATE
12930,12931,0,580357,580357,580357,200000,STRONG
12931,12932,580357,0,-580357,580357,200000,STRONG
12988,12989,0,258928,258928,258928,200000,MODERATE
12989,12990,258928,0,-258928,258928,200000,MODERATE
12996,12997,0,345132,345132,345132,200000,MODERATE
12997,12998,345132,0,-345132,345132,200000,MODERATE
13018,13019,0,398230,398230,398230,200000,MODERATE
13019,13020,398230,0,-398230,398230,200000,MODERATE
13020,13021,0,238938,238938,238938,200000,MODERATE
13021,13022,238938,0,-238938,238938,200000,MODERATE
13030,13031,0,716814,716814,716814,200000,STRONG
13031,13032,716814,0,-716814,716814,200000,STRONG
13050,13051,0,256637,256637,256637,200000,MODERATE
13051,13052,256637,0,-256637,256637,200000,MODERATE
13060,13061,0,309734,309734,309734,200000,MODERATE
13061,13062,309734,0,-309734,309734,200000,MODERATE
13066,13067,0,628318,628318,628318,200000,STRONG
13067,13068,628318,0,-628318,628318,200000,STRONG
13080,13081,0,893805,893805,893805,200000,EXTREME
13081,13082,893805,0,-893805,893805,200000,EXTREME
13156,13157,0,504424,504424,504424,200000,STRONG
13157,13158,504424,0,-504424,504424,200000,STRONG
13192,13193,0,681415,681415,681415,200000,STRONG
13193,13194,681415,0,-681415,681415,200000,STRONG
13198,13199,0,575221,575221,575221,200000,STRONG
13199,13200,575221,0,-575221,575221,200000,STRONG
13200,13201,0,362831,362831,362831,200000,MODERATE
13201,13202,362831,0,-362831,362831,200000,MODERATE
13206,13207,0,398230,398230,398230,200000,MODERATE
13207,13208,398230,0,-398230,398230,200000,MODERATE
13212,13213,0,628318,628318,628318,200000,STRONG
13213,13214,628318,0,-628318,628318,200000,STRONG
13230,13231,0,868421,868421,868421,200000,EXTREME
13231,13232,868421,0,-868421,868421,200000,EXTREME
13252,13253,0,236842,236842,236842,200000,MODERATE
13253,13254,236842,0,-236842,236842,200000,MODERATE
13260,13261,0,763157,763157,763157,200000,STRONG
13261,13262,763157,0,-763157,763157,200000,STRONG
13282,13283,0,307017,307017,307017,200000,MODERATE
13283,13284,307017,0,-307017,307017,200000,MODERATE
13288,13289,0,833333,833333,833333,200000,EXTREME
13289,13290,833333,0,-833333,833333,200000,EXTREME
13300,13301,0,394736,394736,394736,200000,MODERATE
13301,13302,394736,0,-394736,394736,200000,MODERATE
13302,13303,0,447368,447368,447368,200000,MODERATE
13303,13304,447368,0,-447368,447368,200000,MODERATE
13332,13333,0,570175,570175,570175,200000,STRONG
13333,13334,570175,0,-570175,570175,200000,STRONG
13360,13361,0,254385,254385,254385,200000,MODERATE
13361,13362,254385,0,-254385,254385,200000,MODERATE
13368,13369,0,236842,236842,236842,200000,MODERATE
13369,13370,236842,0,-236842,236842,200000,MODERATE
13372,13373,0,359649,359649,359649,200000,MODERATE
13373,13374,359649,0,-359649,359649,200000,MODERATE
13392,13393,0,500000,500000,500000,200000,STRONG
13393,13394,500000,0,-500000,500000,200000,STRONG
13422,13423,0,254385,254385,254385,200000,MODERATE
13423,13424,254385,0,-254385,254385,200000,MODERATE
13426,13427,0,236842,236842,236842,200000,MODERATE
13427,13428,236842,0,-236842,236842,200000,MODERATE
13438,13439,0,763157,763157,763157,200000,STRONG
13439,13440,763157,0,-763157,763157,200000,STRONG
13458,13459,0,356521,356521,356521,200000,MODERATE
13459,13460,356521,0,-356521,356521,200000,MODERATE
13482,13483,0,826086,826086,826086,200000,EXTREME
13483,13484,826086,0,-826086,826086,200000,EXTREME
13492,13493,0,878260,878260,878260,200000,EXTREME
13493,13494,878260,0,-878260,878260,200000,EXTREME
13510,13511,0,495652,495652,495652,200000,MODERATE
13511,13512,495652,0,-495652,495652,200000,MODERATE
13528,13529,0,704347,704347,704347,200000,STRONG
13529,13530,704347,0,-704347,704347,200000,STRONG
13542,13543,0,234782,234782,234782,200000,MODERATE
13543,13544,234782,0,-234782,234782,200000,MODERATE
13560,13561,0,600000,600000,600000,200000,STRONG
13561,13562,600000,0,-600000,600000,200000,STRONG
13570,13571,0,339130,339130,339130,200000,MODERATE
13571,13572,339130,0,-339130,339130,200000,MODERATE
13578,13579,0,304347,304347,304347,200000,MODERATE
13579,13580,304347,0,-304347,304347,200000,MODERATE
13588,13589,0,913043,913043,913043,200000,EXTREME
13589,13590,913043,0,-913043,913043,200000,EXTREME
13602,13603,0,513043,513043,513043,200000,STRONG
13603,13604,513043,0,-513043,513043,200000,STRONG
13608,13609,0,252173,252173,252173,200000,MODERATE
13609,13610,252173,0,-252173,252173,200000,MODERATE
13620,13621,0,443478,443478,443478,200000,MODERATE
13621,13622,443478,0,-443478,443478,200000,MODERATE
13630,13631,0,356521,356521,356521,200000,MODERATE
13631,13632,356521,0,-356521,356521,200000,MODERATE
13666,13667,0,669565,669565,669565,200000,STRONG
13667,13668,669565,0,-669565,669565,200000,STRONG
13702,13703,0,594827,594827,594827,200000,STRONG
13703,13704,594827,0,-594827,594827,200000,STRONG
13732,13733,0,250000,250000,250000,200000,MODERATE
13733,13734,250000,0,-250000,250000,200000,MODERATE
13746,13747,0,491379,491379,491379,200000,MODERATE
13747,13748,491379,0,-491379,491379,200000,MODERATE
13770,13771,0,387931,387931,387931,200000,MODERATE
13771,13772,387931,0,-387931,387931,200000,MODERATE
13800,13801,0,301724,301724,301724,200000,MODERATE
13801,13802,301724,0,-301724,301724,200000,MODERATE
13816,13817,0,336206,336206,336206,200000,MODERATE
13817,13818,336206,0,-336206,336206,200000,MODERATE
13836,13837,0,853448,853448,853448,200000,EXTREME
13837,13838,853448,0,-853448,853448,200000,EXTREME
13842,13843,0,922413,922413,922413,200000,EXTREME
13843,13844,922413,0,-922413,922413,200000,EXTREME
13846,13847,0,508620,508620,508620,200000,STRONG
13847,13848,508620,0,-508620,508620,200000,STRONG
13860,13861,0,698275,698275,698275,200000,STRONG
13861,13862,698275,0,-698275,698275,200000,STRONG
13890,13891,0,232758,232758,232758,200000,MODERATE
13891,13892,232758,0,-232758,232758,200000,MODERATE
13918,13919,0,250000,250000,250000,200000,MODERATE
13919,13920,250000,0,-250000,250000,200000,MODERATE
13938,13939,0,435897,435897,435897,200000,MODERATE
13939,13940,435897,0,-435897,435897,200000,MODERATE
13942,13943,0,606837,606837,606837,200000,STRONG
13943,13944,606837,0,-606837,606837,200000,STRONG
13968,13969,0,504273,504273,504273,200000,STRONG
13969,13970,504273,0,-504273,504273,200000,STRONG
13972,13973,0,743589,743589,743589,200000,STRONG
13973,13974,743589,0,-743589,743589,200000,STRONG
13986,13987,0,589743,589743,589743,200000,STRONG
13987,13988,589743,0,-589743,589743,200000,STRONG
14016,14017,0,897435,897435,897435,200000,EXTREME
14017,14018,897435,0,-897435,897435,200000,EXTREME
14022,14023,0,299145,299145,299145,200000,MODERATE
14023,14024,299145,0,-299145,299145,200000,MODERATE
14038,14039,0,846153,846153,846153,200000,EXTREME
14039,14040,846153,0,-846153,846153,200000,EXTREME
14088,14089,0,606837,606837,606837,200000,STRONG
14089,14090,606837,0,-606837,606837,200000,STRONG
14100,14101,0,487179,487179,487179,200000,MODERATE
14101,14102,487179,0,-487179,487179,200000,MODERATE
14110,14111,0,863247,863247,863247,200000,EXTREME
14111,14112,863247,0,-863247,863247,200000,EXTREME
14122,14123,0,230769,230769,230769,200000,MODERATE
14123,14124,230769,0,-230769,230769,200000,MODERATE
14128,14129,0,589743,589743,589743,200000,STRONG
14129,14130,589743,0,-589743,589743,200000,STRONG
14136,14137,0,555555,555555,555555,200000,STRONG
14137,14138,555555,0,-555555,555555,200000,STRONG
14140,14141,0,658119,658119,658119,200000,STRONG
14141,14142,658119,0,-658119,658119,200000,STRONG
14166,14167,0,245762,245762,245762,200000,MODERATE
14167,14168,245762,0,-245762,245762,200000,MODERATE
14170,14171,0,296610,296610,296610,200000,MODERATE
14171,14172,296610,0,-296610,296610,200000,MODERATE
14212,14213,0,500000,500000,500000,200000,STRONG
14213,14214,500000,0,-500000,500000,200000,STRONG
14218,14219,0,483050,483050,483050,200000,MODERATE
14219,14220,483050,0,-483050,483050,200000,MODERATE
14226,14227,0,330508,330508,330508,200000,MODERATE
14227,14228,330508,0,-330508,330508,200000,MODERATE
14232,14233,0,347457,347457,347457,200000,MODERATE
14233,14234,347457,0,-347457,347457,200000,MODERATE
14238,14239,0,228813,228813,228813,200000,MODERATE
14239,14240,228813,0,-228813,228813,200000,MODERATE
14256,14257,0,432203,432203,432203,200000,MODERATE
14257,14258,432203,0,-432203,432203,200000,MODERATE
14278,14279,0,906779,906779,906779,200000,EXTREME
14279,14280,906779,0,-906779,906779,200000,EXTREME
14290,14291,0,245762,245762,245762,200000,MODERATE
14291,14292,245762,0,-245762,245762,200000,MODERATE
14298,14299,0,652542,652542,652542,200000,STRONG
14299,14300,652542,0,-652542,652542,200000,STRONG
14308,14309,0,330508,330508,330508,200000,MODERATE
14309,14310,330508,0,-330508,330508,200000,MODERATE
14316,14317,0,855932,855932,855932,200000,EXTREME
14317,14318,855932,0,-855932,855932,200000,EXTREME
14350,14351,0,940677,940677,940677,200000,EXTREME
14351,14352,940677,0,-940677,940677,200000,EXTREME
14352,14353,0,245762,245762,245762,200000,MODERATE
14353,14354,245762,0,-245762,245762,200000,MODERATE
14358,14359,0,686440,686440,686440,200000,STRONG
14359,14360,686440,0,-686440,686440,200000,STRONG
14362,14363,0,432203,432203,432203,200000,MODERATE
14363,14364,432203,0,-432203,432203,200000,MODERATE
14380,14381,0,601694,601694,601694,200000,STRONG
14381,14382,601694,0,-601694,601694,200000,STRONG
14392,14393,0,296610,296610,296610,200000,MODERATE
14393,14394,296610,0,-296610,296610,200000,MODERATE
14428,14429,0,378151,378151,378151,200000,MODERATE
14429,14430,378151,0,-378151,378151,200000,MODERATE
14452,14453,0,798319,798319,798319,200000,STRONG
14453,14454,798319,0,-798319,798319,200000,STRONG
14470,14471,0,226890,226890,226890,200000,MODERATE
14471,14472,226890,0,-226890,226890,200000,MODERATE
14472,14473,0,327731,327731,327731,200000,MODERATE
14473,14474,327731,0,-327731,327731,200000,MODERATE
14476,14477,0,243697,243697,243697,200000,MODERATE
14477,14478,243697,0,-243697,243697,200000,MODERATE
14490,14491,0,344537,344537,344537,200000,MODERATE
14491,14492,344537,0,-344537,344537,200000,MODERATE
14506,14507,0,731092,731092,731092,200000,STRONG
14507,14508,731092,0,-731092,731092,200000,STRONG
14526,14527,0,596638,596638,596638,200000,STRONG
14527,14528,596638,0,-596638,596638,200000,STRONG
14578,14579,0,495798,495798,495798,200000,MODERATE
14579,14580,495798,0,-495798,495798,200000,MODERATE
14586,14587,0,226890,226890,226890,200000,MODERATE
14587,14588,226890,0,-226890,226890,200000,MODERATE
14616,14617,0,378151,378151,378151,200000,MODERATE
14617,14618,378151,0,-378151,378151,200000,MODERATE
14646,14647,0,791666,791666,791666,200000,STRONG
14647,14648,791666,0,-791666,791666,200000,STRONG
14658,14659,0,875000,875000,875000,200000,EXTREME
14659,14660,875000,0,-875000,875000,200000,EXTREME
14680,14681,0,425000,425000,425000,200000,MODERATE
14681,14682,425000,0,-425000,425000,200000,MODERATE
14688,14689,0,291666,291666,291666,200000,MODERATE
14689,14690,291666,0,-291666,291666,200000,MODERATE
14700,14701,0,491666,491666,491666,200000,MODERATE
14701,14702,491666,0,-491666,491666,200000,MODERATE
